rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Litchi,147.91666666666666,813.2666666666667,981.6,1733.5166666666667,2605.15,2892.1916666666666,3077.875,3105.5940476190476,4139.577380952381,3595.727380952381,4097.477380952381,4229.310714285714,3908.727380952381,3602.5690476190475,2981.2,2610.616666666667,2041.75,1353.2333333333333,982.7833333333333,596.9166666666666
Mushroom,199,332.1,764.0333333333333,789.8,1316.4833333333333,2098.739285714286,2399.1892857142857,2880.4583333333335,3572.6583333333333,3826.825,4098.875,3842.175,4598.144047619047,4470.185714285714,3351.7833333333333,3092.4666666666667,3214.7,2840.516666666667,1233.4666666666667,575.4
Nut,54.333333333333336,124.5,421.5833333333333,814.0666666666667,1096.5119047619048,1401.270238095238,1771.0535714285713,2388.0202380952383,2550.7535714285714,3449.6035714285713,3711.9369047619048,4406.441666666667,4890.991666666667,4581.133333333333,4474.9,4053.4333333333334,3268.7166666666667,2971.7,1930.9666666666667,1135.0833333333333
Orange,21.5,177.5,338.1,507.28333333333336,740.8452380952381,916.6428571428571,1530.692857142857,1803.4595238095237,2402.3928571428573,2972.2595238095237,3437.559523809524,3502.964285714286,4153.533333333334,4499.8,4685.816666666667,4171.816666666667,4583.6,3786.45,3453.8166666666666,1810.9666666666667
Pear,35,147.25,247.7,311.03333333333336,369.56666666666666,522.1833333333333,678.7833333333333,1459.6666666666667,1964.2666666666667,2846.2833333333333,3050.5833333333335,3507.9333333333334,3669.2166666666667,4770.75,4749.766666666666,5263.1,5147.15,4099.533333333334,4333.066666666667,2324.1666666666665
Quinoa,8,42,65.75,112.08333333333333,321.1166666666667,328.98333333333335,503.3833333333333,997.0333333333333,1271.3833333333334,1614.0666666666666,2244.5833333333335,2743.1833333333334,3708.366666666667,4257.533333333334,4982.233333333334,5722.95,5600.616666666667,6490.2,4928.933333333333,3554.6
Radish,0,19.333333333333332,19.333333333333332,117.33333333333333,77.48333333333333,238.46666666666667,390.6666666666667,831.4666666666667,924.3333333333334,1645.3333333333333,1825.8166666666666,2144.9166666666665,2549.883333333333,3498.25,4666.633333333333,5387.55,6059.333333333333,6417.816666666667,5894.083333333333,6788.966666666666
Soy,0,17.6,56.43333333333333,105.76666666666667,270.4404761904762,476.5238095238095,443.8404761904762,647.0428571428571,842.7095238095238,1223.6095238095238,1422.8261904761905,2355.552380952381,2377.3190476190475,3175.2190476190476,4155.1,5151.316666666667,5469.983333333334,6107.466666666666,7640.233333333334,7558.016666666666
Tomato,0,0,0,55,36.166666666666664,66.66666666666667,176,320.8357142857143,621.6857142857143,591.1023809523809,971.402380952381,1425.4190476190477,2387.2023809523807,3243.785714285714,4170.3,3992.3,5371.2,6768.366666666667,8973.933333333332,10325.633333333333
Vanilla,0,10.5,10.5,0,22.366666666666667,50.7,135.03333333333333,299.45,590.1166666666667,726.0166666666667,796.5833333333334,1272.5833333333333,1957.7333333333333,2051.4166666666665,2884.95,3952.016666666667,4650.183333333333,6460.033333333334,9132.933333333332,14493.883333333333
